date,INFLOW-GW_01,INFLOW-GW_02,INFLOW-GW_03,INFLOW-GW_04,INFLOW-GW_05,INFLOW-GW_06,INFLOW-GW_07,INFLOW-GW_08,INFLOW-GW_09,INFLOW-GW_10,INFLOW-GW_11,INFLOW-GW_12,INFLOW-GW_13,INFLOW-GW_14,INFLOW-GW_15,INFLOW-GW_16,INFLOW-GW_17,INFLOW-GW_18,INFLOW-GW_19,INFLOW-GW_20,INFLOW-GW_21,INFLOW-GW_AV,INFLOW-GW_CH,INFLOW-GW_EW,INFLOW-GW_IM,INFLOW-GW_MJ,INFLOW-GW_MWD,INFLOW-GW_OW,INFLOW-GW_SBV,INFLOW-GW_SC,INFLOW-GW_SD,INFLOW-GW_VC
1923-12-31,-0.6,4.64,0.6,8.27,2.66,7.33,3.76,9.38,5.4,-3.18,0.18,-5.04,-1.68,8.36,14.32,1.38,1.42,-3.09,29.19,6.36,18.63,16.95,2.72,9.71,0.04,7.62,59.02,2.69,11.2,15.55,9.9,11.73
1924-01-31,-0.36,6.48,4.31,18.18,8.3,17.62,5.69,10.23,8.79,4.22,1.78,-1.3,-0.61,10.87,24.12,0.26,0.34,-3.23,31.9,4.56,23.7,0.0,0.0,4.26,0.0,0.5,68.83,2.69,9.88,16.53,5.65,4.26
1924-02-29,0.82,11.1,7.22,37.42,31.34,39.62,10.8,12.25,12.25,-0.36,-4.24,-3.33,-3.27,7.45,24.69,1.01,0.89,-1.18,29.94,5.32,18.28,0.0,0.0,0.0,0.13,6.52,57.37,3.09,10.08,11.53,0.0,0.0
1924-03-31,-0.97,0.92,-5.73,-14.9,-18.93,-1.83,-1.42,7.61,6.55,18.9,-3.13,-1.56,5.51,13.27,48.55,-0.78,-1.29,17.92,37.0,3.56,23.23,0.55,0.43,0.0,2.81,13.69,67.7,4.68,10.69,8.63,0.07,0.0
1924-04-30,-1.77,-0.97,-2.56,-20.88,2.08,-3.87,-1.77,9.5,6.82,10.1,1.67,3.42,21.1,10.17,77.94,2.46,2.31,7.57,30.32,6.32,25.38,7.52,3.87,0.0,0.13,11.38,83.78,5.2,14.64,4.62,0.02,0.0
1924-05-31,-2.84,1.59,-4.49,-21.44,-15.57,-6.78,-5.36,9.42,6.86,20.94,3.2,9.4,31.96,20.98,66.06,1.66,2.51,8.59,34.83,5.32,38.44,5.74,7.31,0.92,0.0,1.65,94.61,5.33,17.69,9.69,2.34,4.88
1924-06-30,-3.42,3.14,-3.35,-24.31,-9.74,-0.67,-0.28,5.05,-7.77,-5.78,-0.26,-10.63,-13.31,31.2,39.76,-1.97,-3.21,6.29,48.72,2.23,44.88,0.0,0.0,6.4,0.0,0.0,103.54,5.06,22.83,0.8,7.16,18.62
1924-07-31,-3.87,2.56,-2.6,-18.29,3.95,4.03,5.26,6.29,-7.26,13.72,3.48,-8.77,-0.67,33.09,53.35,-2.39,-4.0,5.24,46.94,4.36,47.54,0.0,0.0,11.46,0.0,0.0,112.76,5.1,24.8,0.31,11.83,30.39
1924-08-31,-4.26,2.83,-2.15,-14.88,6.9,7.94,7.24,7.0,-2.03,18.36,5.25,-5.48,4.58,29.0,46.52,-1.49,-2.9,6.31,45.34,4.17,41.61,0.0,0.0,13.78,0.0,0.0,114.68,5.08,23.65,0.95,14.04,31.47
1924-09-30,-4.8,3.31,-2.4,-6.99,9.79,12.31,10.46,9.82,9.61,4.12,3.94,-3.51,8.01,3.06,22.09,1.51,1.62,-3.32,29.43,4.01,19.82,0.0,0.72,13.01,0.0,0.0,106.81,4.58,20.17,3.04,13.47,26.1
1924-10-31,-2.03,9.4,11.85,41.83,33.99,28.48,17.18,15.29,18.94,6.82,6.36,0.3,6.5,9.94,27.46,1.23,0.67,-6.2,29.57,2.76,19.34,0.0,0.0,12.15,0.33,4.91,96.89,3.82,16.42,3.77,12.62,22.19
1924-11-30,-0.2,8.06,3.32,29.4,9.16,26.09,10.27,14.21,17.79,14.49,20.05,5.39,11.23,4.62,29.15,2.21,1.55,4.54,28.01,4.78,17.51,0.0,0.0,6.75,1.79,2.86,63.57,2.9,12.92,13.35,8.2,15.43
1924-12-31,1.22,14.5,22.34,56.38,31.6,58.4,14.17,19.93,39.04,15.53,24.41,12.59,14.6,4.51,47.05,1.8,2.34,23.82,28.14,5.51,16.34,3.01,5.02,6.08,6.83,13.79,58.4,2.95,11.2,18.4,6.31,11.73
1925-01-31,2.07,11.32,-1.94,6.36,-4.69,13.74,3.16,14.17,13.36,0.98,-8.1,-5.39,4.18,4.2,29.25,1.25,2.23,-0.53,28.85,4.43,18.16,0.0,0.86,8.81,1.63,7.62,71.46,2.94,9.88,19.2,10.15,4.26
1925-02-28,14.07,45.66,65.48,190.84,149.21,221.09,39.16,41.33,101.7,43.97,48.76,17.87,43.97,4.66,47.67,2.35,4.04,6.6,28.95,5.11,15.16,0.0,0.0,3.61,0.38,6.67,59.57,3.43,10.08,17.33,3.57,0.0
1925-03-31,5.77,15.79,-21.37,-63.59,-59.3,-55.04,0.44,18.19,2.98,-3.24,19.88,9.59,14.43,14.23,85.96,3.25,1.92,21.1,38.61,4.29,25.33,1.37,1.58,3.52,0.0,16.65,70.29,5.06,10.69,16.69,4.51,0.0
1925-04-30,7.44,15.37,1.25,8.91,25.76,-13.84,10.6,28.13,48.85,48.08,63.18,46.0,51.24,6.9,87.93,6.58,2.13,10.56,28.04,6.53,24.88,0.0,0.43,4.79,1.84,7.37,86.98,5.72,14.64,4.62,5.5,0.0
1925-05-31,1.8,10.31,-5.18,-42.27,-26.75,-30.67,-2.35,22.52,50.96,61.28,63.75,56.36,63.93,13.92,94.77,11.47,9.24,5.99,34.4,5.23,31.19,0.0,0.43,7.17,0.11,1.4,98.23,6.21,17.69,2.83,8.54,4.88
1925-06-30,-2.18,3.58,-12.37,-62.81,-36.21,-41.7,-9.96,10.81,-18.58,-22.67,-38.51,-19.82,16.25,34.2,73.26,6.88,5.28,4.02,48.86,2.98,34.51,0.0,4.59,13.25,0.05,1.91,107.5,6.15,22.83,0.72,13.93,18.62
1925-07-31,-4.04,3.37,-10.76,-52.45,-13.71,-36.25,-4.73,5.72,-41.99,-49.96,-66.43,-38.39,-6.77,39.97,64.26,2.45,1.46,8.55,44.77,5.12,34.33,0.0,1.0,18.9,2.33,0.0,117.07,5.84,24.8,0.11,19.22,30.39
1925-08-31,-4.35,4.39,-5.83,-30.66,-7.99,-22.96,1.58,6.23,-27.03,-29.14,-29.82,-24.98,-9.87,32.38,51.78,0.21,0.02,8.14,44.5,5.35,33.2,0.0,0.14,21.36,1.68,0.0,119.06,5.49,23.65,0.18,21.55,31.47
1925-09-30,-3.36,5.43,-1.24,-15.45,0.15,-6.6,7.78,10.09,-3.25,-15.08,-9.38,-8.19,1.14,2.57,17.87,1.62,2.94,-1.94,28.6,4.13,15.63,0.0,0.0,20.07,0.0,0.0,110.9,4.85,20.17,1.18,20.46,26.1
1925-10-31,-1.67,5.64,-4.93,3.16,3.31,3.96,10.79,11.9,5.05,-1.14,8.1,0.76,6.12,9.66,27.39,0.0,1.34,-2.79,29.5,2.83,16.88,26.24,39.29,18.55,1.33,2.26,100.59,3.86,16.42,3.77,18.95,22.19
1925-11-30,-0.92,5.93,-0.1,12.1,7.16,10.86,8.09,11.0,11.65,3.44,6.92,1.86,3.11,3.22,21.78,2.18,1.3,-4.3,26.71,4.19,14.58,9.16,0.57,10.97,1.28,2.76,66.0,2.87,12.92,13.35,12.38,15.43
1925-12-31,0.15,8.13,2.06,20.36,9.17,9.51,7.39,11.79,13.96,4.18,12.29,4.81,5.29,2.64,26.26,1.34,1.29,-0.83,26.09,4.71,14.09,5.88,2.44,9.96,0.69,5.01,60.63,2.89,11.2,18.4,10.14,11.73
1926-01-31,1.72,14.96,19.37,52.72,25.08,51.62,12.05,14.47,19.15,3.36,0.98,-2.44,0.4,2.98,23.84,0.4,0.74,-1.42,26.13,3.15,17.66,1.37,2.72,5.93,3.25,1.75,75.3,2.87,9.88,19.2,7.21,4.26
1926-02-28,9.82,30.2,41.71,119.59,115.51,176.61,30.62,30.13,71.93,31.31,-3.17,9.03,24.09,2.93,41.17,1.72,1.99,15.96,28.26,4.74,13.9,0.0,1.43,1.29,2.18,3.81,62.77,3.3,10.08,17.33,1.14,0.0
1926-03-31,3.61,12.79,-17.35,-47.72,-47.26,-50.69,-0.06,12.87,3.21,-6.92,17.47,-4.71,12.97,11.26,68.61,2.21,1.36,-3.17,32.03,0.75,20.16,0.0,0.29,0.71,1.12,1.7,74.07,4.97,10.69,16.69,1.64,0.0
1926-04-30,5.13,16.67,19.06,38.47,73.75,47.23,20.51,27.99,65.95,90.86,58.56,52.19,86.27,6.56,113.44,12.89,5.19,37.39,32.43,6.83,26.01,27.2,31.11,1.33,0.96,21.26,91.65,5.8,14.64,4.62,1.94,0.0
1926-05-31,-0.44,2.59,-15.26,-72.49,-80.13,-63.01,-12.89,9.3,3.87,2.68,2.72,3.46,25.7,14.38,86.05,7.41,7.31,6.58,42.53,4.87,30.07,0.0,0.0,3.25,0.0,2.51,103.51,6.15,17.69,2.83,4.54,4.88
1926-06-30,-2.5,3.77,-11.83,-63.74,-31.92,-47.76,-11.71,3.36,-27.38,-41.64,-42.45,-21.37,-4.07,32.21,70.21,2.33,-1.49,8.02,48.64,1.66,31.97,0.0,0.29,8.98,2.45,0.0,113.28,5.63,22.83,0.72,9.56,18.62
1926-07-31,-2.95,5.33,-6.43,-45.49,-13.0,-32.22,-0.6,5.55,-26.59,-30.24,-18.18,-19.38,-12.54,40.19,55.18,1.02,-1.78,14.11,45.27,3.94,39.77,0.0,0.0,14.22,0.05,0.0,123.36,5.4,24.8,0.11,14.45,30.39
1926-08-31,-2.8,5.15,-3.73,-34.0,-6.75,-17.94,4.91,7.91,-12.79,-1.75,-6.53,-12.64,1.62,35.46,46.91,-0.12,-1.28,11.61,44.73,4.12,38.87,0.0,2.87,16.61,0.16,0.0,125.46,5.3,23.65,0.18,16.69,31.47
1926-09-30,-2.8,5.66,-5.55,-9.7,7.94,-3.47,11.38,11.52,5.68,-3.8,0.35,-3.0,8.62,0.41,21.62,2.0,2.72,-2.62,27.03,2.83,14.99,0.55,1.43,15.62,0.0,0.0,116.86,4.78,20.17,1.18,15.91,26.1
1926-10-31,-0.57,7.06,-1.72,8.12,4.05,9.25,11.6,12.42,10.54,-0.24,5.69,1.38,6.23,7.44,25.54,1.22,1.38,-5.07,28.12,1.36,16.18,0.0,0.0,14.52,5.87,0.0,105.99,4.49,16.42,8.96,14.83,22.19
1926-11-30,7.27,22.09,43.38,138.38,95.62,136.47,41.45,29.73,59.28,39.79,21.13,20.35,39.84,5.1,118.87,5.91,5.15,62.76,44.16,4.77,13.31,0.0,0.14,8.4,26.72,6.92,69.54,3.78,12.92,19.52,9.74,15.43
1926-12-31,8.07,16.81,-0.71,18.29,-16.25,31.52,-2.22,13.34,11.67,-9.26,2.55,1.73,8.66,2.5,34.34,2.12,4.16,2.8,26.95,4.54,11.84,56.03,48.46,7.61,1.25,8.92,63.89,3.77,11.2,31.49,7.72,11.73
1927-01-31,11.34,24.37,12.46,40.85,20.98,44.51,19.78,23.77,39.78,3.12,13.03,0.65,14.04,1.97,36.12,2.08,3.86,6.25,26.12,4.5,11.72,4.1,1.0,8.84,0.0,7.42,69.56,3.67,9.88,33.75,10.06,4.26
1927-02-28,21.18,66.71,64.27,162.91,180.06,219.19,24.68,37.98,108.57,70.92,67.08,34.57,89.68,4.04,98.95,3.14,12.41,44.47,56.9,7.4,14.58,10.11,45.16,3.72,9.23,13.24,57.98,4.8,10.08,24.26,3.51,0.0
1927-03-31,16.33,24.8,-26.83,-52.15,-55.4,-112.82,13.34,23.09,9.29,-8.45,16.65,2.5,17.41,5.87,67.15,4.7,7.62,17.74,29.12,5.34,21.03,1.37,4.01,3.58,1.6,7.17,68.42,6.35,10.69,28.32,4.44,0.0
1927-04-30,16.24,18.24,-6.0,-6.61,27.31,-15.16,14.46,30.58,31.45,28.53,35.14,15.66,38.19,4.95,82.25,6.81,5.14,4.84,29.6,6.08,19.67,0.0,0.0,4.87,0.57,2.91,84.67,7.11,14.64,17.37,5.41,0.0
1927-05-31,9.55,11.38,-9.44,-66.54,-46.77,-61.86,-0.63,20.34,31.93,62.09,26.04,30.22,63.96,16.43,129.47,10.69,10.08,10.79,54.65,8.34,28.33,0.0,0.0,7.25,0.0,1.1,95.62,8.25,17.69,2.06,8.45,4.88
1927-06-30,4.27,8.28,-9.71,-80.12,-52.85,-50.85,-7.01,18.82,5.67,5.63,16.54,24.55,33.1,32.71,81.89,9.12,9.65,8.98,53.16,4.49,27.48,0.0,0.0,13.36,0.0,0.0,104.64,7.93,22.83,0.59,13.84,18.62
1927-07-31,1.64,7.13,-9.73,-79.54,-37.13,-44.47,-6.96,8.1,-46.19,-74.69,-77.42,-48.31,-20.92,45.17,47.32,3.55,5.6,12.49,45.64,3.58,26.08,0.82,8.17,18.99,0.57,0.0,113.96,6.88,24.8,0.17,19.11,30.39
1927-08-31,0.93,7.06,-5.89,-59.84,-15.86,-28.79,1.31,8.56,-33.99,-42.79,-40.38,-24.35,-17.68,38.09,35.67,1.42,1.34,14.32,44.69,5.3,25.83,0.14,0.17,21.46,0.0,0.0,115.89,6.22,23.65,0.48,21.43,31.47
1927-09-30,0.66,8.68,-4.18,-36.87,-4.55,-13.38,9.41,12.69,-7.0,-19.63,-21.13,-10.89,1.33,1.12,14.96,3.2,4.03,-0.7,28.47,4.64,10.6,0.0,0.0,20.14,2.28,0.0,107.95,5.57,20.17,1.81,20.33,26.1
1927-10-31,1.62,8.56,-2.39,-5.76,3.93,3.0,10.84,14.65,7.7,2.04,2.16,2.19,5.28,5.54,25.6,2.25,1.81,5.96,28.28,4.4,11.53,8.06,10.04,18.62,1.36,8.27,97.91,3.82,16.42,9.87,18.84,22.19
1927-11-30,6.88,19.43,14.5,61.71,33.97,45.29,22.23,19.79,22.84,3.59,15.0,9.08,11.61,3.83,40.9,2.54,4.37,10.14,27.84,5.19,9.95,0.0,7.17,11.09,2.68,7.27,64.24,2.97,12.92,16.89,12.35,15.43
1927-12-31,6.72,16.6,6.2,14.59,-1.32,36.0,9.39,16.95,24.06,5.41,3.51,8.55,7.6,2.1,30.43,1.47,2.2,4.06,26.36,5.19,10.17,43.05,37.28,10.08,1.15,10.78,59.02,2.88,11.2,15.73,10.12,11.73
1928-01-31,10.18,17.87,4.21,13.78,5.1,30.49,10.63,15.61,19.9,-2.9,-0.94,-5.82,6.84,1.64,31.85,1.36,1.39,-2.28,28.46,3.67,11.1,0.0,0.0,8.8,0.05,2.01,71.46,2.88,9.88,36.36,10.12,4.26
1928-02-29,12.63,21.47,8.02,33.81,29.3,56.65,14.94,17.94,18.24,4.66,5.48,-2.76,11.04,1.37,33.21,1.11,1.35,0.62,26.43,4.25,10.09,2.32,8.46,3.6,0.31,5.01,59.57,3.26,10.08,36.76,3.55,0.0
1928-03-31,16.18,25.93,22.21,90.19,146.51,122.94,28.05,37.14,80.72,33.09,80.51,35.46,36.62,10.11,76.68,2.26,1.8,16.23,30.45,2.47,15.68,0.82,0.57,3.52,1.78,4.26,70.29,4.99,10.69,22.68,4.48,0.0
1928-04-30,12.7,13.78,-10.87,-40.65,-65.73,-51.32,4.25,23.96,10.44,3.28,5.65,0.63,22.06,5.06,79.23,1.72,0.89,-0.63,27.36,3.77,19.62,0.0,0.0,4.79,0.31,1.0,86.98,5.44,14.64,9.84,5.47,0.0
1928-05-31,5.44,5.43,-10.15,-67.34,-58.51,-52.53,-8.03,17.31,9.63,37.06,10.78,13.12,47.71,13.29,88.6,4.6,6.06,6.3,35.06,4.07,27.46,0.0,0.0,7.17,4.04,5.77,98.23,5.85,17.69,2.94,8.5,4.88
1928-06-30,2.4,6.72,-13.51,-77.0,-43.28,-38.31,-9.82,6.66,-28.6,-23.63,-45.11,-13.39,6.26,35.41,84.12,1.42,-1.93,13.03,48.21,2.11,31.86,0.0,0.0,13.25,0.0,0.0,107.5,5.68,22.83,0.33,13.89,18.62
1928-07-31,1.59,7.43,-9.58,-59.01,-11.7,-21.36,-0.13,8.22,-28.76,-25.48,-38.57,-23.15,-14.62,47.03,60.3,0.11,-3.89,20.97,45.76,5.71,37.45,0.0,0.0,18.9,0.0,0.0,117.07,5.34,24.8,1.0,19.17,30.39
1928-08-31,0.79,7.38,-6.41,-45.07,-13.8,-6.54,5.14,9.25,-14.3,0.71,-17.99,-11.34,5.61,37.44,51.75,0.58,-2.98,15.82,44.11,4.86,36.68,0.0,0.0,21.36,0.0,0.0,119.06,5.24,23.65,0.0,21.5,31.47
1928-09-30,0.38,8.17,-6.08,-16.72,-0.21,5.9,11.33,13.17,7.51,0.15,-3.56,1.03,10.89,-0.93,23.14,2.98,1.43,-2.28,26.95,2.83,12.34,0.0,0.0,20.07,0.0,0.0,110.9,4.72,20.17,1.08,20.42,26.1
1928-10-31,1.78,8.49,-5.63,-8.64,0.98,10.18,11.62,13.64,8.75,-0.12,10.23,7.05,8.96,6.87,28.7,1.66,0.36,-4.57,27.87,1.3,13.63,3.01,0.72,18.55,0.0,0.0,100.59,3.62,16.42,7.86,18.92,22.19
1928-11-30,3.04,14.79,7.9,30.86,12.95,24.89,12.94,17.57,22.85,7.73,10.24,6.81,7.17,0.22,30.29,1.45,0.2,6.42,24.69,4.04,11.38,0.0,0.43,10.97,2.12,6.17,66.0,2.67,12.92,6.15,12.35,15.43
1928-12-31,3.67,13.89,6.21,18.99,11.96,35.13,9.71,17.05,26.94,2.56,-2.35,-0.38,11.69,-0.09,33.49,1.58,0.72,12.55,25.15,4.21,11.3,0.0,0.43,9.96,0.94,9.28,60.63,2.68,11.2,15.55,10.12,11.73
1929-01-31,3.97,10.0,-5.38,-6.62,-6.86,7.34,5.07,14.65,9.38,-6.84,-6.47,-10.25,1.73,-1.02,17.9,0.22,1.17,2.15,24.86,3.41,11.73,1.09,0.57,4.34,0.15,12.53,68.83,2.69,9.88,16.53,5.74,4.26
1929-02-28,5.86,16.49,3.13,23.86,16.62,34.47,11.47,16.55,13.58,0.41,-7.83,-4.87,3.82,-1.23,18.49,0.26,1.65,0.04,25.62,2.86,10.79,0.0,0.0,0.0,2.42,2.26,57.37,3.09,10.08,11.53,0.0,0.0
1929-03-31,5.14,8.75,-3.67,2.12,6.65,10.27,9.65,15.05,14.27,9.89,-1.6,-2.47,19.17,4.68,49.32,2.0,-0.13,11.71,29.86,2.04,16.23,0.0,1.15,0.0,0.4,15.29,67.7,4.77,10.69,8.63,0.17,0.0
1929-04-30,4.39,7.6,-4.65,-12.05,-6.39,-3.03,4.0,19.12,12.24,9.61,-0.98,0.76,21.2,0.24,37.29,5.01,2.86,5.29,26.33,3.6,20.11,0.0,2.72,0.0,0.0,5.51,83.78,5.3,14.64,4.62,0.14,0.0
1929-05-31,0.66,6.29,-4.05,-30.05,0.0,-7.13,6.42,21.83,21.81,23.12,27.13,14.37,40.29,11.96,55.21,9.82,15.71,13.99,34.8,3.49,30.99,0.0,0.0,1.02,0.25,0.0,94.61,5.76,17.69,9.69,2.49,4.88
1929-06-30,0.71,7.97,-7.81,-39.83,-19.91,-8.93,3.38,15.92,1.2,-7.48,1.01,0.22,12.31,28.72,46.26,4.86,4.94,12.62,47.18,1.44,33.96,0.0,0.0,6.52,0.1,0.0,103.54,5.54,22.83,0.8,7.31,18.62
1929-07-31,-1.54,7.34,-9.52,-39.28,-10.07,-9.44,2.69,9.45,-9.41,-0.42,-15.29,-3.76,8.68,45.72,55.91,2.35,1.94,20.1,43.54,6.18,37.04,0.0,0.0,11.58,0.0,0.0,112.76,5.32,24.8,0.31,12.0,30.39
