date,INFLOW-GW_01,INFLOW-GW_02,INFLOW-GW_03,INFLOW-GW_04,INFLOW-GW_05,INFLOW-GW_06,INFLOW-GW_07,INFLOW-GW_08,INFLOW-GW_09,INFLOW-GW_10,INFLOW-GW_11,INFLOW-GW_12,INFLOW-GW_13,INFLOW-GW_14,INFLOW-GW_15,INFLOW-GW_16,INFLOW-GW_17,INFLOW-GW_18,INFLOW-GW_19,INFLOW-GW_20,INFLOW-GW_21,INFLOW-GW_AV,INFLOW-GW_CH,INFLOW-GW_EW,INFLOW-GW_IM,INFLOW-GW_MJ,INFLOW-GW_MWD,INFLOW-GW_OW,INFLOW-GW_SBV,INFLOW-GW_SC,INFLOW-GW_SD,INFLOW-GW_VC
1922-08-31,-48.733,32.794,51.242,51.245,34.988,55.736,16.11,41.276,22.553,30.91,18.331,8.33,221.43,35.696,158.856,-2.013,26.621,117.323,19.827,81.478,111.498,0.0,0.0,20.38,2.17,0.0,118.71,5.6,23.65,0.0,20.32,31.47
1922-09-30,-47.695,28.737,58.372,60.052,-4.636,39.59,16.367,43.723,9.391,36.547,48.878,32.987,202.794,50.838,114.264,-2.557,15.781,97.512,24.08,69.448,93.694,0.0,0.0,19.13,0.0,0.0,110.57,4.96,20.17,1.08,19.29,26.1
1922-10-31,-43.693,0.723,39.507,36.854,35.347,29.616,22.936,35.517,10.183,32.132,44.129,58.164,150.385,27.954,73.275,5.352,-1.638,56.58,18.892,51.398,74.922,0.0,0.0,17.7,0.0,3.76,100.29,5.85,16.42,5.22,17.89,22.19
1922-11-30,-44.029,25.559,61.239,44.759,33.021,41.698,40.06,91.867,22.859,27.051,31.808,42.685,122.652,31.054,93.584,23.748,14.328,61.684,13.797,47.439,71.458,0.14,0.43,10.53,5.75,3.51,65.81,4.9,12.92,13.59,11.77,15.43
1922-12-31,-20.871,139.745,117.898,171.322,122.322,138.711,91.917,211.701,65.215,59.84,81.043,76.686,180.363,45.484,125.728,29.263,24.403,87.333,18.416,48.748,68.417,0.14,0.57,9.56,7.46,2.11,60.46,5.06,11.2,20.21,9.59,11.73
1923-01-31,-44.313,62.726,74.658,9.062,93.336,76.092,45.383,135.932,6.341,45.026,90.59,80.623,146.766,41.003,122.106,22.603,18.266,77.11,14.926,47.611,58.417,1.37,0.43,8.51,1.18,8.42,69.56,5.03,9.88,20.56,9.85,4.26
1923-02-28,-35.048,33.39,36.079,-114.75,41.998,35.423,0.418,68.396,-12.832,57.426,64.19,62.757,123.588,37.929,117.395,14.607,12.708,73.547,10.818,53.241,61.218,3.83,4.87,3.36,0.26,3.06,57.98,5.4,10.08,22.87,3.33,0.0
1923-03-31,-35.206,29.939,37.174,-37.984,63.06,28.574,2.658,54.366,-37.994,41.763,68.34,53.518,142.163,37.0,112.073,13.149,21.95,78.073,13.582,53.578,63.011,5.47,0.14,3.23,0.0,1.55,68.42,7.09,10.69,18.03,4.22,0.0
1923-04-30,-24.545,85.059,54.91,71.697,43.165,80.979,56.641,119.762,50.666,55.637,65.368,66.317,289.376,35.018,138.952,30.004,14.218,90.097,13.472,48.543,71.999,0.27,0.35,4.43,3.79,11.83,84.67,8.25,14.64,9.23,5.14,0.0
1923-05-31,-15.552,83.422,40.455,11.109,59.459,57.984,35.677,105.98,31.002,33.199,40.458,46.316,232.749,38.535,180.44,6.627,42.636,107.783,12.954,49.518,83.662,0.0,0.0,6.76,2.62,0.0,95.62,9.13,17.69,2.31,8.14,4.88
1923-06-30,-27.975,41.753,43.415,27.899,47.778,46.686,19.756,72.039,12.728,15.312,10.757,18.304,203.838,28.523,159.105,4.996,61.473,86.297,9.153,52.334,94.457,0.0,0.0,12.8,0.0,0.0,104.64,8.42,22.83,0.5,13.49,18.62
1923-07-31,-23.284,62.314,52.458,64.136,101.314,72.076,29.926,56.315,42.406,13.865,37.559,38.485,240.023,41.464,215.462,-4.475,53.38,101.938,10.611,55.585,89.53,0.27,0.14,18.42,0.65,0.0,113.96,8.03,24.8,0.22,18.74,30.39
1923-08-31,-39.345,16.891,50.49,52.489,74.954,58.362,20.599,47.737,26.165,17.328,50.902,46.677,241.546,42.918,159.718,-0.387,34.691,109.758,12.17,57.856,84.634,0.0,3.01,20.87,1.44,0.0,115.89,7.41,23.65,1.66,21.06,31.47
1923-09-30,-43.014,12.725,54.08,49.826,22.537,34.778,23.558,44.871,13.897,20.343,47.171,49.197,195.815,34.447,111.771,-0.29,18.128,76.281,14.164,51.062,69.45,0.0,0.43,19.61,2.62,4.56,107.95,6.84,20.17,2.14,20.0,26.1
1923-10-31,-24.187,25.618,38.436,23.962,32.049,30.712,20.636,41.227,7.28,25.117,61.966,101.102,209.999,26.773,74.945,10.816,-2.833,52.095,15.023,37.556,63.245,0.0,0.0,18.13,0.04,2.71,97.91,3.69,16.42,7.86,18.54,22.19
1923-11-30,-24.106,14.067,42.011,42.269,14.179,18.839,25.079,53.08,10.794,10.13,41.113,60.578,121.424,24.258,76.055,13.433,1.648,58.617,12.256,30.695,55.204,8.88,11.31,10.7,1.21,4.01,64.24,2.7,12.92,6.15,12.11,15.43
1923-12-31,-32.235,2.836,43.103,23.609,25.009,19.355,22.773,53.768,2.05,5.974,42.946,38.978,95.067,28.289,77.554,12.951,4.756,50.762,12.495,31.807,53.295,16.95,2.72,9.71,0.04,7.62,59.02,2.69,11.2,15.55,9.9,11.73
1924-01-31,-30.71,8.33,59.585,27.129,33.268,28.419,22.078,54.194,6.428,0.855,43.373,35.456,91.542,29.732,73.927,13.982,6.309,50.486,9.393,30.848,53.263,0.0,0.0,4.26,0.0,0.5,68.83,2.69,9.88,16.53,5.65,4.26
1924-02-29,-20.714,48.168,62.67,30.628,41.746,35.572,25.048,62.965,7.923,5.311,48.082,51.084,99.922,32.058,104.604,7.251,6.624,66.884,9.12,31.22,52.352,0.0,0.0,0.0,0.13,6.52,57.37,3.09,10.08,11.53,0.0,0.0
1924-03-31,2.667,67.643,47.513,25.316,63.349,32.056,21.056,61.589,2.798,5.674,41.553,52.153,151.611,30.118,97.006,31.517,6.654,65.718,6.189,35.632,59.62,0.55,0.43,0.0,2.81,13.69,67.7,4.68,10.69,8.63,0.07,0.0
1924-04-30,-33.747,20.624,47.213,16.761,46.074,64.185,25.447,67.563,7.675,18.893,56.977,88.17,141.588,36.95,108.167,11.877,12.014,67.671,13.777,34.004,61.293,7.52,3.87,0.0,0.13,11.38,83.78,5.2,14.64,4.62,0.02,0.0
1924-05-31,-12.48,35.017,35.529,21.775,26.007,50.271,20.416,52.406,1.951,25.278,59.056,71.174,174.567,75.003,138.517,2.259,27.421,124.01,16.597,46.375,74.434,5.74,7.31,0.92,0.0,1.65,94.61,5.33,17.69,9.69,2.34,4.88
1924-06-30,-13.207,57.562,47.99,76.062,68.299,64.02,23.886,52.867,18.978,27.234,60.867,58.026,203.525,103.501,155.971,-4.201,27.991,145.747,20.928,58.86,85.568,0.0,0.0,6.4,0.0,0.0,103.54,5.06,22.83,0.8,7.16,18.62
1924-07-31,-17.138,59.789,48.147,89.87,65.384,65.362,26.804,61.6,20.683,26.201,71.573,61.063,222.692,104.344,148.523,5.173,60.681,148.448,26.862,64.885,102.946,0.0,0.0,11.46,0.0,0.0,112.76,5.1,24.8,0.31,11.83,30.39
1924-08-31,-36.048,1.122,35.835,55.019,53.911,49.635,27.499,56.632,20.707,21.605,71.099,63.522,200.426,78.907,120.456,10.807,51.173,131.63,26.668,63.78,98.907,0.0,0.0,13.78,0.0,0.0,114.68,5.08,23.65,0.95,14.04,31.47
1924-09-30,-37.487,-8.339,46.186,45.567,29.047,21.845,25.853,42.981,1.01,14.585,62.236,52.726,158.9,32.509,88.957,9.645,22.64,76.419,20.308,51.689,77.796,0.0,0.72,13.01,0.0,0.0,106.81,4.58,20.17,3.04,13.47,26.1
1924-10-31,-21.03,6.28,50.489,58.493,30.433,31.574,29.973,42.503,21.033,2.043,53.137,32.379,78.621,23.908,51.184,3.281,1.83,53.317,11.171,29.904,48.36,0.0,0.0,12.15,0.33,4.91,96.89,3.82,16.42,3.77,12.62,22.19
1924-11-30,-16.115,28.778,42.288,42.222,34.828,30.459,27.723,62.578,11.511,-1.711,48.43,34.564,67.737,22.92,63.703,4.462,4.871,68.089,8.293,27.412,49.87,0.0,0.0,6.75,1.79,2.86,63.57,2.9,12.92,13.35,8.2,15.43
1924-12-31,-15.56,77.624,73.669,82.339,75.474,103.142,54.722,126.866,52.393,6.45,64.132,45.986,82.036,26.032,83.041,9.629,10.252,79.202,8.129,31.279,47.99,3.01,5.02,6.08,6.83,13.79,58.4,2.95,11.2,18.4,6.31,11.73
1925-01-31,-20.042,58.011,41.317,2.453,60.812,52.669,34.023,109.017,5.258,4.951,68.227,50.584,66.374,26.902,73.619,3.635,9.491,66.644,8.017,29.733,46.237,0.0,0.86,8.81,1.63,7.62,71.46,2.94,9.88,19.2,10.15,4.26
1925-02-28,25.679,305.874,129.313,292.872,128.883,172.235,108.709,229.319,73.284,20.798,73.112,52.15,90.603,28.956,90.971,14.09,14.66,82.618,7.347,31.777,43.382,0.0,0.0,3.61,0.38,6.67,59.57,3.43,10.08,17.33,3.57,0.0
1925-03-31,-37.547,33.542,50.756,-60.903,74.999,63.039,44.236,110.029,0.396,18.213,77.111,50.291,159.266,27.87,86.671,50.788,23.526,88.996,8.565,35.711,52.246,1.37,1.58,3.52,0.0,16.65,70.29,5.06,10.69,16.69,4.51,0.0
1925-04-30,-14.332,42.809,33.884,-49.527,54.784,68.414,49.236,113.538,13.586,26.668,89.987,66.024,219.306,27.087,113.297,56.953,20.001,83.755,10.743,31.515,58.397,0.0,0.43,4.79,1.84,7.37,86.98,5.72,14.64,4.62,5.5,0.0
1925-05-31,-17.718,28.893,27.901,-49.34,46.951,70.933,37.525,94.668,20.536,25.384,96.683,75.176,146.864,23.718,132.233,9.912,15.985,98.645,8.228,32.955,66.675,0.0,0.43,7.17,0.11,1.4,98.23,6.21,17.69,2.83,8.54,4.88
1925-06-30,-7.526,40.766,25.051,-6.189,62.746,68.148,23.197,67.06,17.306,19.16,44.897,42.237,171.95,25.952,130.309,5.023,35.288,126.443,6.812,33.416,76.891,0.0,4.59,13.25,0.05,1.91,107.5,6.15,22.83,0.72,13.93,18.62
1925-07-31,-0.977,77.674,44.226,67.51,71.88,72.036,24.563,39.604,17.534,18.726,41.664,37.91,209.075,43.075,137.658,-9.153,29.015,133.839,9.019,42.056,88.32,0.0,1.0,18.9,2.33,0.0,117.07,5.84,24.8,0.11,19.22,30.39
1925-08-31,-30.82,7.893,39.482,41.149,24.744,48.017,17.525,38.98,-3.868,17.59,51.185,48.25,201.544,37.729,112.844,-13.116,26.782,128.676,12.999,50.482,85.284,0.0,0.14,21.36,1.68,0.0,119.06,5.49,23.65,0.18,21.55,31.47
1925-09-30,-30.331,-2.364,48.894,44.707,30.415,35.814,23.971,40.489,25.949,18.028,46.727,49.321,153.464,26.101,89.817,-1.768,16.875,78.715,14.342,44.042,68.61,0.0,0.0,20.07,0.0,0.0,110.9,4.85,20.17,1.18,20.46,26.1
1925-10-31,-18.338,20.386,29.944,15.762,33.436,28.499,21.597,42.798,17.546,16.907,70.218,50.404,107.392,22.219,57.303,6.919,10.376,57.274,9.631,29.622,57.141,26.24,39.29,18.55,1.33,2.26,100.59,3.86,16.42,3.77,18.95,22.19
1925-11-30,-9.115,34.017,32.234,47.687,27.254,25.139,25.293,52.091,18.744,8.801,38.89,57.165,104.417,20.903,70.126,18.072,14.144,61.23,7.932,28.699,42.636,9.16,0.57,10.97,1.28,2.76,66.0,2.87,12.92,13.35,12.38,15.43
1925-12-31,-19.033,22.548,47.292,33.157,46.354,33.247,25.608,57.847,20.226,12.461,50.111,59.91,100.781,23.808,82.292,14.398,10.176,59.331,9.368,29.197,41.999,5.88,2.44,9.96,0.69,5.01,60.63,2.89,11.2,18.4,10.14,11.73
1926-01-31,-11.918,51.832,89.211,81.811,70.87,76.597,40.921,66.933,25.606,18.945,56.424,62.086,101.95,26.608,95.135,15.79,8.579,57.939,10.144,28.529,42.478,1.37,2.72,5.93,3.25,1.75,75.3,2.87,9.88,19.2,7.21,4.26
1926-02-28,7.362,170.817,120.411,210.456,107.475,141.383,88.787,145.276,51.648,45.621,62.155,62.52,128.805,40.37,116.295,22.368,16.015,73.464,8.429,31.028,40.995,0.0,1.43,1.29,2.18,3.81,62.77,3.3,10.08,17.33,1.14,0.0
1926-03-31,-1.468,41.66,54.313,-57.938,78.986,39.982,38.459,77.673,-3.029,29.482,69.481,63.14,163.403,30.059,111.07,31.205,16.928,76.717,8.064,31.415,41.713,0.0,0.29,0.71,1.12,1.7,74.07,4.97,10.69,16.69,1.64,0.0
1926-04-30,-25.923,24.09,49.826,10.013,45.15,95.584,65.677,98.559,26.691,43.692,52.022,56.545,192.758,31.528,139.752,28.728,10.761,85.426,15.315,31.023,69.325,27.2,31.11,1.33,0.96,21.26,91.65,5.8,14.64,4.62,1.94,0.0
1926-05-31,-1.293,24.167,22.356,-73.372,67.726,43.788,41.125,74.112,12.91,28.911,75.725,61.39,150.997,24.957,159.603,0.86,28.176,105.362,7.365,28.864,66.26,0.0,0.0,3.25,0.0,2.51,103.51,6.15,17.69,2.83,4.54,4.88
1926-06-30,-12.753,23.012,20.405,-14.011,40.421,52.84,30.457,54.795,12.351,22.676,48.198,44.262,198.489,21.27,144.53,-2.623,37.917,118.766,5.848,32.066,66.781,0.0,0.29,8.98,2.45,0.0,113.28,5.63,22.83,0.72,9.56,18.62
1926-07-31,-4.238,64.875,40.982,60.653,95.118,76.546,30.474,63.966,34.453,24.093,55.368,46.974,228.006,30.06,150.725,-10.965,48.185,121.776,10.747,41.77,69.479,0.0,0.0,14.22,0.05,0.0,123.36,5.4,24.8,0.11,14.45,30.39
1926-08-31,-25.545,7.279,37.548,41.212,17.145,47.484,21.723,52.984,12.026,23.237,60.766,49.157,216.577,35.673,117.867,4.152,35.225,122.165,14.689,50.541,73.852,0.0,2.87,16.61,0.16,0.0,125.46,5.3,23.65,0.18,16.69,31.47
1926-09-30,-31.337,-0.57,48.486,38.088,-2.306,13.361,19.221,43.272,-9.267,23.328,52.817,49.447,172.727,26.999,97.579,9.146,25.359,72.814,13.528,43.742,60.392,0.55,1.43,15.62,0.0,0.0,116.86,4.78,20.17,1.18,15.91,26.1
1926-10-31,-16.087,3.451,20.787,18.948,18.503,17.362,19.466,55.747,26.175,18.809,67.337,47.705,126.383,22.05,66.133,2.82,-1.097,55.648,10.453,29.259,59.584,0.0,0.0,14.52,5.87,0.0,105.99,4.49,16.42,8.96,14.83,22.19
1926-11-30,13.041,162.76,92.964,175.683,76.756,112.1,66.77,151.402,71.664,31.703,57.328,58.331,165.097,30.979,116.655,33.565,20.321,97.531,11.695,32.033,64.483,0.0,0.14,8.4,26.72,6.92,69.54,3.78,12.92,19.52,9.74,15.43
1926-12-31,16.458,136.15,86.11,110.86,56.48,69.206,51.991,107.885,27.966,20.066,64.315,62.801,127.737,26.17,105.217,19.789,26.146,85.697,9.394,30.863,48.405,56.03,48.46,7.61,1.25,8.92,63.89,3.77,11.2,31.49,7.72,11.73
1927-01-31,-2.601,88.098,53.741,-55.052,100.303,31.134,26.288,100.313,-53.624,15.43,67.337,61.202,121.786,29.789,113.414,19.354,19.994,81.775,10.557,30.199,39.246,4.1,1.0,8.84,0.0,7.42,69.56,3.67,9.88,33.75,10.06,4.26
1927-02-28,86.638,220.035,154.68,392.643,232.77,256.595,169.903,212.313,194.06,82.739,77.276,68.838,199.165,58.34,147.345,39.227,28.209,126.436,20.502,40.501,62.291,10.11,45.16,3.72,9.23,13.24,57.98,4.8,10.08,24.26,3.51,0.0
1927-03-31,-97.683,-64.403,13.339,-266.517,97.713,43.207,35.385,94.347,-26.532,57.484,81.033,62.54,189.388,42.189,147.7,38.395,29.474,145.162,12.369,41.566,48.243,1.37,4.01,3.58,1.6,7.17,68.42,6.35,10.69,28.32,4.44,0.0
1927-04-30,17.21,63.747,53.65,77.753,36.897,80.642,92.781,122.869,14.303,53.478,102.188,80.667,306.952,31.288,168.461,40.06,28.583,118.155,8.71,31.949,48.139,0.0,0.0,4.87,0.57,2.91,84.67,7.11,14.64,17.37,5.41,0.0
1927-05-31,-37.169,-19.55,6.026,-80.253,8.556,37.851,48.916,93.516,13.548,27.355,81.668,65.182,169.877,22.913,161.383,8.813,32.124,84.584,5.065,32.315,54.42,0.0,0.0,7.25,0.0,1.1,95.62,8.25,17.69,2.06,8.45,4.88
1927-06-30,-11.645,15.268,23.543,-14.703,-2.504,31.571,33.394,86.069,11.873,18.753,37.801,43.101,159.028,17.219,144.365,4.808,76.787,80.68,1.97,34.373,66.276,0.0,0.0,13.36,0.0,0.0,104.64,7.93,22.83,0.59,13.84,18.62
1927-07-31,7.061,75.821,41.462,72.542,61.434,67.022,31.646,38.598,30.608,15.601,44.109,47.519,190.841,21.728,168.444,-6.939,100.345,88.391,2.452,38.873,64.491,0.82,8.17,18.99,0.57,0.0,113.96,6.88,24.8,0.17,19.11,30.39
1927-08-31,-24.653,8.317,36.615,33.408,50.219,47.37,27.458,40.294,27.731,15.627,54.762,53.415,189.1,25.275,135.405,-1.905,64.217,96.538,3.24,42.743,60.709,0.14,0.17,21.46,0.0,0.0,115.89,6.22,23.65,0.48,21.43,31.47
1927-09-30,-27.422,0.064,43.617,29.37,29.855,26.782,25.299,39.881,14.322,20.596,54.445,55.719,159.369,26.228,104.416,-1.947,33.734,69.375,5.888,40.369,54.111,0.0,0.0,20.14,2.28,0.0,107.95,5.57,20.17,1.81,20.33,26.1
1927-10-31,-20.115,-12.151,26.636,3.816,-8.191,12.84,19.344,40.344,4.145,20.038,66.06,93.366,147.063,23.26,78.572,7.276,1.771,56.283,4.401,25.707,42.854,8.06,10.04,18.62,1.36,8.27,97.91,3.82,16.42,9.87,18.84,22.19
1927-11-30,23.655,133.414,64.802,119.007,18.838,44.921,42.032,82.782,28.5,20.383,48.873,73.235,151.468,24.3,90.738,16.955,5.614,70.788,5.258,25.355,43.385,0.0,7.17,11.09,2.68,7.27,64.24,2.97,12.92,16.89,12.35,15.43
1927-12-31,-15.452,51.534,68.47,40.67,43.448,55.033,47.462,91.679,21.504,17.727,53.561,49.947,109.584,26.989,98.709,13.457,7.16,71.876,5.857,25.643,40.147,43.05,37.28,10.08,1.15,10.78,59.02,2.88,11.2,15.73,10.12,11.73
1928-01-31,-19.984,17.894,53.999,-5.007,40.152,50.261,33.546,74.593,11.367,9.095,55.2,44.104,94.0,27.788,94.194,12.963,8.086,69.906,6.263,25.262,39.482,0.0,0.0,8.8,0.05,2.01,71.46,2.88,9.88,36.36,10.12,4.26
1928-02-29,-0.585,55.099,62.316,4.107,44.523,60.214,38.724,80.639,17.435,15.439,53.833,51.702,109.529,30.421,110.729,11.46,7.304,64.54,7.484,27.392,36.647,2.32,8.46,3.6,0.31,5.01,59.57,3.26,10.08,36.76,3.55,0.0
1928-03-31,61.368,191.045,111.194,272.976,245.633,161.556,128.446,190.808,85.035,38.698,129.457,132.4,157.82,31.382,102.716,35.007,15.649,77.416,7.34,32.675,38.298,0.82,0.57,3.52,1.78,4.26,70.29,4.99,10.69,22.68,4.48,0.0
1928-04-30,-46.079,-14.635,48.34,-50.089,-10.414,63.046,56.687,104.309,-14.633,31.91,119.962,92.301,184.028,27.444,123.501,13.671,17.486,68.493,6.225,27.742,45.129,0.0,0.0,4.79,0.31,1.0,86.98,5.44,14.64,9.84,5.47,0.0
1928-05-31,-11.879,5.482,-4.385,-123.134,-26.577,23.87,20.408,66.597,5.366,16.185,55.795,31.535,120.755,23.584,138.46,-12.889,14.283,98.315,6.113,30.267,47.977,0.0,0.0,7.17,4.04,5.77,98.23,5.85,17.69,2.94,8.5,4.88
1928-06-30,8.44,59.882,33.723,43.442,14.836,40.739,23.607,34.913,20.968,14.941,9.099,2.926,171.013,34.063,139.752,-2.319,33.099,129.915,4.712,35.119,63.848,0.0,0.0,13.25,0.0,0.0,107.5,5.68,22.83,0.33,13.89,18.62
1928-07-31,2.515,60.991,43.623,81.97,87.257,63.186,36.622,50.623,37.049,15.416,30.216,22.358,217.345,56.364,146.864,-13.802,27.652,136.427,5.77,41.897,70.328,0.0,0.0,18.9,0.0,0.0,117.07,5.34,24.8,1.0,19.17,30.39
1928-08-31,-22.47,11.925,42.3,43.476,37.858,50.717,20.691,43.296,24.495,19.384,47.592,41.17,222.604,47.937,124.999,-14.791,26.949,138.377,9.028,49.734,68.856,0.0,0.0,21.36,0.0,0.0,119.06,5.24,23.65,0.0,21.5,31.47
1928-09-30,-28.67,-11.962,40.602,23.785,24.263,26.606,22.525,37.303,16.359,20.959,48.781,45.121,187.428,30.194,106.004,-4.039,20.532,82.445,11.135,43.046,59.581,0.0,0.0,20.07,0.0,0.0,110.9,4.72,20.17,1.08,20.42,26.1
1928-10-31,-16.947,-6.522,20.732,-0.162,9.701,18.968,15.373,49.01,6.648,17.013,68.435,51.786,126.95,23.341,68.933,5.396,0.448,61.188,8.872,29.113,43.985,3.01,0.72,18.55,0.0,0.0,100.59,3.62,16.42,7.86,18.92,22.19
1928-11-30,-0.783,23.553,39.801,59.459,-1.704,24.1,22.587,77.626,31.951,14.792,41.527,45.509,125.708,23.027,76.952,12.796,3.801,57.241,6.581,25.266,42.582,0.0,0.43,10.97,2.12,6.17,66.0,2.67,12.92,6.15,12.35,15.43
1928-12-31,-19.432,13.375,56.253,32.479,32.197,46.691,30.333,80.077,21.624,17.856,54.655,52.345,111.461,26.545,96.751,12.4,6.251,63.253,9.461,25.62,43.671,0.0,0.43,9.96,0.94,9.28,60.63,2.68,11.2,15.55,10.12,11.73
1929-01-31,-10.024,16.385,42.561,-15.722,26.802,29.484,23.024,68.862,6.192,15.193,62.799,54.515,100.365,28.163,100.231,14.156,8.865,67.776,8.369,27.421,45.806,1.09,0.57,4.34,0.15,12.53,68.83,2.69,9.88,16.53,5.74,4.26
1929-02-28,-3.185,47.71,58.978,27.072,26.156,35.692,29.459,76.46,11.616,19.207,62.446,59.392,101.03,28.238,107.161,12.041,10.196,70.028,5.903,30.218,44.122,0.0,0.0,0.0,2.42,2.26,57.37,3.09,10.08,11.53,0.0,0.0
1929-03-31,-1.947,29.743,32.832,-7.142,48.137,24.916,33.081,73.85,5.274,20.338,62.145,40.82,146.746,26.601,108.33,29.02,18.362,82.775,6.731,30.991,55.833,0.0,1.15,0.0,0.4,15.29,67.7,4.77,10.69,8.63,0.17,0.0
1929-04-30,1.24,27.644,32.14,2.875,15.507,31.776,35.519,79.059,-3.492,23.137,62.667,62.817,133.947,25.92,117.049,16.977,17.84,70.773,7.541,27.799,58.584,0.0,2.72,0.0,0.0,5.51,83.78,5.3,14.64,4.62,0.14,0.0
1929-05-31,3.126,50.387,40.618,12.949,40.921,34.712,35.761,61.182,-0.471,21.992,55.374,57.742,128.381,22.457,142.494,-2.477,28.592,88.617,7.162,31.375,62.857,0.0,0.0,1.02,0.25,0.0,94.61,5.76,17.69,9.69,2.49,4.88
1929-06-30,-5.369,32.864,45.464,37.49,34.788,27.204,27.718,58.277,-28.672,16.038,40.781,38.571,158.599,25.894,133.321,-8.907,30.19,121.64,10.457,38.863,74.475,0.0,0.0,6.52,0.1,0.0,103.54,5.54,22.83,0.8,7.31,18.62
1929-07-31,3.939,79.62,50.593,84.405,64.281,62.338,37.98,62.311,21.146,26.406,56.781,49.582,205.959,59.326,149.322,-11.356,39.298,147.629,18.621,50.864,92.273,0.0,0.0,11.58,0.0,0.0,112.76,5.32,24.8,0.31,12.0,30.39
1929-08-31,-14.861,31.223,48.51,64.875,51.073,40.872,30.375,64.242,50.151,28.218,70.801,62.043,208.55,48.537,129.207,7.276,62.414,127.427,20.721,55.59,99.482,1.37,4.44,13.91,0.0,0.0,114.68,5.14,23.65,0.95,14.21,31.47
1929-09-30,-26.836,-0.751,46.214,38.994,22.791,21.72,21.883,48.248,18.257,23.988,55.194,58.721,173.591,29.67,103.186,6.617,26.046,65.974,16.715,45.466,74.944,1.64,12.04,13.13,0.94,0.0,106.81,4.61,20.17,3.04,13.62,26.1
1929-10-31,-11.075,2.295,24.406,12.498,25.568,15.12,12.025,57.968,-0.289,16.73,68.909,60.597,122.956,23.386,70.673,4.841,2.739,58.207,10.404,29.991,44.85,0.0,0.0,12.26,0.0,0.0,96.89,4.04,16.42,3.77,12.75,22.19
